"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","PID","REACTOME","VALIDATION","DIANA","MIRANDA","MIRBRIDGE","PICTAR","PITA","RNA22","TARGETSCAN","TOTAL_HIT"
"SMOC2","SPARC related modular calcium binding 2","0","0","0","0","","V","V","","V","V","","V","5"
"SNF1LK","","0","0","1","0","","V","V","","V","V","","V","5"
"SNIP1","Smad nuclear interacting protein 1","0","0","1","0","","V","V","","V","V","","V","5"
"SNX27","sorting nexin family member 27","0","0","0","0","","V","V","","V","V","","V","5"
"SNX5","sorting nexin 5","0","0","0","4","","V","V","","V","V","","V","5"
"SOCS5","suppressor of cytokine signaling 5","1","0","1","0","","V","V","","V","V","","V","5"
"SPIRE1","spire-type actin nucleation factor 1","1","0","0","0","","V","V","","","V","V","V","5"
"SPOCK1","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1","0","0","0","0","","V","V","V","","V","","V","5"
"SPTY2D1","SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)","0","0","0","0","","V","V","","V","V","","V","5"
"ST8SIA3","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3","0","0","0","6","","V","V","","V","V","V","","5"
"STX12","syntaxin 12","1","0","0","3","","V","V","V","","V","","V","5"
"SULF1","sulfatase 1","0","0","0","0","","V","V","","V","V","","V","5"
"SUV39H1","suppressor of variegation 3-9 homolog 1 (Drosophila)","1","0","1","0","","V","V","V","","V","","V","5"
"SUV420H1","suppressor of variegation 4-20 homolog 1 (Drosophila)","1","0","1","0","","V","V","","V","V","","V","5"
"TESK2","testis-specific kinase 2","0","0","0","0","","V","V","","V","V","","V","5"
"TGFBR2","transforming growth factor, beta receptor II (70/80kDa)","10","5","5","2","","V","V","V","","V","","V","5"
"TIMP2","TIMP metallopeptidase inhibitor 2","0","0","0","0","","V","V","","V","V","","V","5"
"TMEM50B","transmembrane protein 50B","0","0","0","0","","V","V","","V","V","","V","5"
"TP53INP1","tumor protein p53 inducible nuclear protein 1","0","0","1","0","","V","V","","V","V","","V","5"
"TPP1","tripeptidyl peptidase I","1","0","0","3","","V","V","V","V","","","V","5"
"TRIM3","tripartite motif containing 3","0","0","0","0","","V","V","","V","V","","V","5"
"TSC1","tuberous sclerosis 1","2","1","2","11","","V","V","V","","V","","V","5"
"TSC22D1","TSC22 domain family, member 1","0","0","0","0","","V","V","V","","V","","V","5"
"TSHZ1","teashirt zinc finger homeobox 1","0","0","0","0","","V","V","","V","V","","V","5"
"UBFD1","ubiquitin family domain containing 1","0","0","0","0","","V","V","","","V","V","V","5"
"UCP3","uncoupling protein 3 (mitochondrial, proton carrier)","0","0","0","6","","V","","V","V","V","","V","5"
"ULK2","unc-51 like autophagy activating kinase 2","2","0","1","0","","V","V","","V","V","","V","5"
"USP48","ubiquitin specific peptidase 48","0","0","0","0","","V","V","","V","V","","V","5"
"UXS1","UDP-glucuronate decarboxylase 1","3","0","0","0","","V","V","V","","V","","V","5"
"VGLL4","vestigial like 4 (Drosophila)","0","0","0","0","","V","V","","V","V","","V","5"
"VPS37A","vacuolar protein sorting 37 homolog A (S. cerevisiae)","1","0","0","2","","V","V","","V","V","","V","5"
"WDFY3","WD repeat and FYVE domain containing 3","0","0","0","0","","V","V","","V","V","","V","5"
"WDR20","WD repeat domain 20","0","0","0","0","","V","V","","V","V","","V","5"
"WDR47","WD repeat domain 47","0","0","0","0","","V","V","","V","V","","V","5"
"WNK3","WNK lysine deficient protein kinase 3","0","0","0","0","","V","V","","V","V","","V","5"
"WNT2B","wingless-type MMTV integration site family, member 2B","5","0","0","4","","V","V","","V","V","","V","5"
"XPO4","exportin 4","0","0","0","0","","V","V","","V","","V","V","5"
"ZAK","sterile alpha motif and leucine zipper containing kinase AZK","2","0","1","0","","V","V","V","","V","","V","5"
"ZBTB4","zinc finger and BTB domain containing 4","0","0","0","0","","V","V","","V","V","","V","5"
"ZFC3H1","zinc finger, C3H1-type containing","0","0","0","0","","V","V","","V","V","","V","5"
"ZFP91","ZFP91 zinc finger protein","0","0","0","0","","V","V","","V","V","","V","5"
"ZNF217","zinc finger protein 217","0","0","0","0","","V","","V","V","V","","V","5"
"ZNF800","zinc finger protein 800","0","0","0","0","","V","V","","V","","V","V","5"
"CALM2","calmodulin 2 (phosphorylase kinase, delta)","15","20","17","0","","","V","V","V","V","","V","5"
"CDC2L6","","0","0","0","0","","","V","V","V","V","","V","5"
"KIT","v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog","6","1","2","3","","","V","","V","V","V","V","5"
"LYCAT","","3","0","0","0","","","V","","V","V","V","V","5"
"SPEN","spen family transcriptional repressor","0","1","2","0","","","V","V","V","V","","V","5"
"USP32","ubiquitin specific peptidase 32","0","0","0","0","","","V","","V","V","V","V","5"
"ABCB7","ATP-binding cassette, sub-family B (MDR/TAP), member 7","1","0","0","3","","V","","V","V","V","","","4"
"ACVR2A","activin A receptor, type IIA","2","0","1","5","","V","V","V","","V","","","4"
"ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif, 19","0","0","0","0","","V","V","","","V","","V","4"
"ANKRD28","ankyrin repeat domain 28","0","0","0","0","","V","V","","","V","","V","4"
"AP1G1","adaptor-related protein complex 1, gamma 1 subunit","1","0","0","10","","V","V","","V","V","","","4"
"APCDD1","adenomatosis polyposis coli down-regulated 1","0","0","0","0","","V","V","","","V","","V","4"
"ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2","1","0","1","3","","V","V","","","V","","V","4"
"ARFIP1","ADP-ribosylation factor interacting protein 1","0","0","0","0","","V","V","","","V","","V","4"
"ARHGAP24","Rho GTPase activating protein 24","0","0","0","3","","V","V","","","V","","V","4"
"ARHGEF4","Rho guanine nucleotide exchange factor (GEF) 4","1","2","1","10","","V","","V","","V","","V","4"
"ARID5B","AT rich interactive domain 5B (MRF1-like)","0","0","0","0","","V","V","","","V","","V","4"
"ATG16L1","autophagy related 16-like 1 (S. cerevisiae)","0","0","0","0","","V","","","V","V","","V","4"
"ATP11A","ATPase, class VI, type 11A","0","0","0","3","","V","V","","","V","","V","4"
"ATP2B1","ATPase, Ca++ transporting, plasma membrane 1","3","0","1","7","","V","V","V","","V","","","4"
"ATP2B2","ATPase, Ca++ transporting, plasma membrane 2","3","0","0","7","","V","V","","","V","","V","4"
"ATP6V1C1","ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1","6","0","0","6","","V","","V","","V","V","","4"
"BAI3","brain-specific angiogenesis inhibitor 3","0","0","0","0","","V","V","","","V","","V","4"
"BCL11A","B-cell CLL/lymphoma 11A (zinc finger protein)","0","0","0","0","","V","V","","V","","","V","4"
"BCL2L11","BCL2-like 11 (apoptosis facilitator)","0","0","4","10","","V","V","","","V","","V","4"
"BIRC6","baculoviral IAP repeat containing 6","1","0","0","0","","V","V","","","V","","V","4"
"BMP6","bone morphogenetic protein 6","3","0","1","0","","V","V","V","","V","","","4"
"BRWD1","bromodomain and WD repeat domain containing 1","0","0","0","0","","V","V","","","V","","V","4"
"BTBD10","BTB (POZ) domain containing 10","0","0","0","0","","V","V","","V","V","","","4"
"C10ORF140","","0","0","0","0","","V","V","","","V","","V","4"
"C18ORF1","","0","0","0","0","","V","V","","","V","","V","4"
"C3ORF64","","0","0","0","0","","V","","","","V","V","V","4"
"C7ORF60","chromosome 7 open reading frame 60","0","0","0","0","","V","V","","","V","","V","4"
"CAMSAP1L1","","0","0","0","0","","V","V","","","V","","V","4"
"CAST","calpastatin","0","0","0","0","","V","V","","","","V","V","4"
"CCDC126","coiled-coil domain containing 126","0","0","0","0","","V","V","","V","","","V","4"
"CCDC6","coiled-coil domain containing 6","2","0","0","0","","V","V","","","V","","V","4"
"CCDC85A","coiled-coil domain containing 85A","0","0","0","0","","V","V","","","V","V","","4"
"CD2AP","CD2-associated protein","1","0","2","2","","V","V","","","V","","V","4"
"CDKN1A","cyclin-dependent kinase inhibitor 1A (p21, Cip1)","10","9","14","35","","V","V","","","V","","V","4"
"CENPO","centromere protein O","0","0","0","8","","V","","","V","V","","V","4"
"CEP55","centrosomal protein 55kDa","0","0","0","0","","V","V","","","","V","V","4"
"CHIC1","cysteine-rich hydrophobic domain 1","0","0","0","0","","V","V","","","V","","V","4"
"CHRM2","cholinergic receptor, muscarinic 2","3","0","0","8","","V","","","","V","V","V","4"
"CIT","citron (rho-interacting, serine/threonine kinase 21)","0","0","0","0","","V","V","","","V","","V","4"
"CLCN6","chloride channel, voltage-sensitive 6","0","0","0","0","","V","","","","V","V","V","4"
"CNR1","cannabinoid receptor 1 (brain)","1","0","1","6","","V","V","","","V","","V","4"
"COX7A2L","cytochrome c oxidase subunit VIIa polypeptide 2 like","5","0","0","4","","V","V","","","V","","V","4"
"CSMD1","CUB and Sushi multiple domains 1","0","0","0","0","","V","","","V","V","","V","4"
"CSNK1G1","casein kinase 1, gamma 1","1","0","4","0","","V","V","","","V","","V","4"
"DDX6","DEAD (Asp-Glu-Ala-Asp) box helicase 6","1","0","0","5","","V","","V","","V","","V","4"
"DEDD","death effector domain containing","0","0","1","0","","V","V","","V","V","","","4"
"DENND4C","DENN/MADD domain containing 4C","0","0","0","0","","V","V","","","V","","V","4"
"DLG2","discs, large homolog 2 (Drosophila)","0","0","0","0","","V","V","","","V","","V","4"
"DLL1","delta-like 1 (Drosophila)","1","1","2","4","","V","","","V","V","","V","4"
"DMRT3","doublesex and mab-3 related transcription factor 3","0","0","0","0","","V","V","V","","V","","","4"
"DNAJC16","DnaJ (Hsp40) homolog, subfamily C, member 16","0","0","0","0","","V","V","","","V","","V","4"
"EBF3","early B-cell factor 3","0","0","0","0","","V","V","","","V","","V","4"
"EGLN3","egl-9 family hypoxia-inducible factor 3","2","0","3","0","","V","V","","","V","","V","4"
"EIF4E3","eukaryotic translation initiation factor 4E family member 3","0","0","0","0","","V","V","","","V","","V","4"
"EMX2","empty spiracles homeobox 2","0","0","0","0","","V","V","","V","V","","","4"
"ENPP5","ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)","0","0","0","0","","V","","","V","V","","V","4"
"EPB41L1","erythrocyte membrane protein band 4.1-like 1","1","0","1","5","","V","V","","","V","","V","4"
"EPHB4","EPH receptor B4","1","0","3","0","","V","","","V","V","","V","4"
"ETNK1","ethanolamine kinase 1","2","0","0","0","","V","V","","","V","","V","4"
"FAM104A","family with sequence similarity 104, member A","0","0","0","0","","V","","","V","","V","V","4"
"FAM107B","family with sequence similarity 107, member B","0","0","0","0","","V","V","","","V","","V","4"
"FAM179B","family with sequence similarity 179, member B","0","0","0","0","","V","V","","V","V","","","4"
"FAM43A","family with sequence similarity 43, member A","0","0","0","0","","V","V","","","V","","V","4"
"FAM45A","family with sequence similarity 45, member A","0","0","0","0","","V","","","V","V","","V","4"
"FAM46B","family with sequence similarity 46, member B","0","0","0","0","","V","","","V","V","","V","4"
"FAM53B","family with sequence similarity 53, member B","0","0","0","0","","V","V","","","V","","V","4"
"FASTK","Fas-activated serine/threonine kinase","0","0","0","0","","V","V","","V","","","V","4"
"FAT3","FAT atypical cadherin 3","0","0","0","0","","V","V","","","V","","V","4"
"FBXL10","","0","0","0","0","","V","V","","V","V","","","4"
"FLOT2","flotillin 2","1","0","2","0","","V","V","","V","V","","","4"
"FMR1","fragile X mental retardation 1","0","0","0","0","","V","V","","","V","","V","4"
"FOSL1","FOS-like antigen 1","1","1","6","0","","V","V","V","","","","V","4"
"FOXP1","forkhead box P1","0","0","0","0","","V","V","","","V","","V","4"
"FRZB","frizzled-related protein","0","0","0","0","","V","V","","","V","","V","4"
"FZD4","frizzled family receptor 4","4","0","1","4","","V","V","","","V","V","","4"
"FZD6","frizzled family receptor 6","4","0","2","4","","V","V","","","V","","V","4"
"GGA1","golgi-associated, gamma adaptin ear containing, ARF binding protein 1","1","0","0","0","","V","V","","V","V","","","4"
"GOLSYN","","0","0","0","0","","V","V","","","V","","V","4"
"GPM6A","glycoprotein M6A","0","0","0","0","","V","V","","V","","V","","4"
"GRB10","growth factor receptor-bound protein 10","0","0","6","5","","V","V","","","V","","V","4"
"GRM7","glutamate receptor, metabotropic 7","1","0","0","4","","V","V","","V","V","","","4"
"HAS3","hyaluronan synthase 3","0","0","0","0","","V","V","","V","V","","","4"
"HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2","0","0","0","0","","V","V","","","V","","V","4"
"HEG1","heart development protein with EGF-like domains 1","0","0","0","0","","V","V","","","V","","V","4"
"HOMER1","homer homolog 1 (Drosophila)","0","0","0","0","","V","V","","","V","V","","4"
"HOXB3","homeobox B3","0","0","0","0","","V","V","","","V","","V","4"
"HOXD1","homeobox D1","0","0","0","0","","V","V","","","V","","V","4"
"HPRT1","hypoxanthine phosphoribosyltransferase 1","3","0","0","4","","V","V","","","V","","V","4"
"HSPA8","heat shock 70kDa protein 8","6","0","2","14","","V","","V","","V","","V","4"
"HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled","3","0","0","8","","V","V","","","V","V","","4"
"IGF2BP1","insulin-like growth factor 2 mRNA binding protein 1","0","0","1","2","","V","V","","","V","","V","4"
"IGFBP5","insulin-like growth factor binding protein 5","0","0","0","2","","V","V","","","","V","V","4"
"IMPDH1","IMP (inosine 5'-monophosphate) dehydrogenase 1","3","0","0","4","","V","V","","","V","","V","4"
"ITPKB","inositol-trisphosphate 3-kinase B","4","0","0","0","","V","V","V","","","","V","4"
"KIAA1211","KIAA1211","0","0","0","0","","V","V","","","V","","V","4"
"KIAA1244","KIAA1244","0","0","0","0","","V","V","","","V","V","","4"
"KIAA1462","KIAA1462","0","0","0","0","","V","V","","","V","","V","4"
"KIF16B","kinesin family member 16B","0","0","0","0","","V","V","","","V","V","","4"
"KIF5C","kinesin family member 5C","0","0","0","3","","V","V","","","V","V","","4"
"LCORL","ligand dependent nuclear receptor corepressor-like","0","0","0","0","","V","V","","V","","","V","4"
"LDLR","low density lipoprotein receptor","3","0","0","5","","V","","V","","V","","V","4"
"LRIG1","leucine-rich repeats and immunoglobulin-like domains 1","0","0","2","2","","V","","","V","V","","V","4"
"LRP4","low density lipoprotein receptor-related protein 4","0","0","0","0","","V","V","","","V","","V","4"
"LYSMD2","LysM, putative peptidoglycan-binding, domain containing 2","0","0","0","0","","V","V","","","","V","V","4"
"MAP3K14","mitogen-activated protein kinase kinase kinase 14","5","13","6","5","","V","","","V","V","","V","4"
"MAP7","microtubule-associated protein 7","0","0","0","0","","V","V","","","V","","V","4"
"MAPK1","mitogen-activated protein kinase 1","50","40","52","84","","V","","V","","V","","V","4"
"MAPRE3","microtubule-associated protein, RP/EB family, member 3","0","0","0","0","","V","","","","V","V","V","4"
"MIER3","mesoderm induction early response 1, family member 3","0","0","0","0","","V","V","","V","V","","","4"
"MMGT1","membrane magnesium transporter 1","0","0","0","0","","V","V","","","V","","V","4"
"MTMR12","myotubularin related protein 12","0","0","0","0","","V","V","","","V","","V","4"
"MUM1L1","melanoma associated antigen (mutated) 1-like 1","0","0","0","0","","V","V","","V","V","","","4"
"MXD1","MAX dimerization protein 1","0","0","2","0","","V","V","","","V","","V","4"
"NAP1L3","nucleosome assembly protein 1-like 3","0","0","0","0","","V","","V","","V","","V","4"
"NBEA","neurobeachin","0","0","0","0","","V","V","","V","V","","","4"
"NCKIPSD","NCK interacting protein with SH3 domain","0","0","0","0","","V","","V","","","V","V","4"
"NEUROG1","neurogenin 1","0","0","1","0","","V","V","","","V","","V","4"
"NFIB","nuclear factor I/B","0","0","1","5","","V","V","","","V","","V","4"
"NPEPL1","aminopeptidase-like 1","0","0","0","0","","V","","","V","V","","V","4"
"NRK","Nik related kinase","0","0","1","0","","V","V","","","V","V","","4"
"NRSN1","neurensin 1","0","0","0","0","","V","V","","","V","","V","4"
"NUP133","nucleoporin 133kDa","1","0","0","39","","V","","V","","","V","V","4"
"NUS1","nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)","0","0","0","0","","V","V","","","V","","V","4"
"OBFC2A","","0","0","0","0","","V","V","","","V","","V","4"
"OCRL","oculocerebrorenal syndrome of Lowe","3","0","0","7","","V","V","V","","","","V","4"
"OSBPL11","oxysterol binding protein-like 11","0","0","0","0","","V","V","","V","","V","","4"
"OTUD3","OTU domain containing 3","0","0","0","0","","V","V","","","V","","V","4"
"PAPD4","PAP associated domain containing 4","0","0","0","0","","V","V","","V","V","","","4"
"PDIK1L","PDLIM1 interacting kinase 1 like","0","0","0","0","","V","V","","","V","","V","4"
"PDK1","pyruvate dehydrogenase kinase, isozyme 1","5","0","0","5","","V","V","V","","","","V","4"
"PELI1","pellino E3 ubiquitin protein ligase 1","0","0","0","21","","V","V","","V","V","","","4"
"PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","1","0","1","3","","V","","","V","V","","V","4"
"PHACTR2","phosphatase and actin regulator 2","0","0","0","0","","V","V","","","V","","V","4"
"PHAX","phosphorylated adaptor for RNA export","1","0","0","4","","V","","","","V","V","V","4"
"PLCL2","phospholipase C-like 2","0","0","0","0","","V","V","","","V","","V","4"
"PPP1R15B","protein phosphatase 1, regulatory subunit 15B","0","0","0","0","","V","V","","","V","","V","4"
"PRKACB","protein kinase, cAMP-dependent, catalytic, beta","23","25","5","52","","V","V","","","V","","V","4"
"PTGER2","prostaglandin E receptor 2 (subtype EP2), 53kDa","1","0","0","8","","V","V","V","","V","","","4"
"PTPN4","protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)","0","0","0","0","","V","V","","","V","","V","4"
"PTPRD","protein tyrosine phosphatase, receptor type, D","0","0","0","0","","V","V","","","V","","V","4"
"PXDN","peroxidasin homolog (Drosophila)","0","0","0","0","","V","V","","","V","","V","4"
"R3HDM1","R3H domain containing 1","0","0","0","0","","V","V","","V","V","","","4"
"RAB30","RAB30, member RAS oncogene family","0","0","0","0","","V","V","","V","V","","","4"
"RALGPS1","Ral GEF with PH domain and SH3 binding motif 1","0","0","0","0","","V","V","","","V","","V","4"
"RASA1","RAS p21 protein activator (GTPase activating protein) 1","2","9","16","3","","V","V","","","V","","V","4"
"RASD1","RAS, dexamethasone-induced 1","0","0","0","0","","V","","","V","V","","V","4"
"RASGEF1A","RasGEF domain family, member 1A","0","0","0","0","","V","V","","","V","","V","4"
"RBM33","RNA binding motif protein 33","0","0","0","0","","V","V","","","V","","V","4"
"REEP1","receptor accessory protein 1","0","0","0","0","","V","V","","","V","","V","4"
"RFX7","regulatory factor X, 7","0","0","0","0","","V","V","","","V","","V","4"
"RNF145","ring finger protein 145","0","0","0","0","","V","V","","","V","","V","4"
"RNF41","ring finger protein 41","1","0","1","4","","V","V","V","","","","V","4"
"RNF44","ring finger protein 44","0","0","0","0","","V","V","","V","","V","","4"
"ROBO2","roundabout, axon guidance receptor, homolog 2 (Drosophila)","1","0","0","4","","V","V","","","V","","V","4"
"RPA2","replication protein A2, 32kDa","4","0","2","42","","V","","V","","V","","V","4"
"RPRD1A","regulation of nuclear pre-mRNA domain containing 1A","0","0","0","0","","V","V","","","V","","V","4"
"RPS6KA3","ribosomal protein S6 kinase, 90kDa, polypeptide 3","6","2","3","41","","V","V","","","V","","V","4"
"RXFP2","relaxin/insulin-like family peptide receptor 2","1","0","0","8","","V","V","","V","","","V","4"
"SAPS1","","0","0","0","0","","V","V","","","V","","V","4"
"SAPS2","","0","0","0","0","","V","","V","","V","","V","4"
"SC4MOL","","2","0","0","2","","V","V","","","V","","V","4"
"SCML2","sex comb on midleg-like 2 (Drosophila)","0","0","0","0","","V","V","","","V","","V","4"
"SERINC3","serine incorporator 3","0","0","0","0","","V","V","","","V","","V","4"
"SESTD1","SEC14 and spectrin domains 1","0","0","0","0","","V","V","","","V","V","","4"
"SH3D19","SH3 domain containing 19","0","0","0","4","","V","V","","","V","","V","4"
"SLC12A5","solute carrier family 12 (potassium/chloride transporter), member 5","0","0","0","4","","V","V","","","V","","V","4"
"SLC25A12","solute carrier family 25 (aspartate/glutamate carrier), member 12","0","0","0","3","","V","V","","","V","","V","4"
"SLC25A32","solute carrier family 25 (mitochondrial folate carrier), member 32","0","0","0","4","","V","","V","","V","","V","4"
"SLC25A44","solute carrier family 25, member 44","0","0","0","0","","V","","","","V","V","V","4"
"SLC2A1","solute carrier family 2 (facilitated glucose transporter), member 1","3","1","3","13","","V","V","","V","","","V","4"
"SLC35F3","solute carrier family 35, member F3","0","0","0","0","","V","V","","V","V","","","4"
"SLC39A10","solute carrier family 39 (zinc transporter), member 10","0","0","0","6","","V","V","","","V","","V","4"
"SOX21","SRY (sex determining region Y)-box 21","0","0","0","0","","V","V","","V","V","","","4"
"SP1","Sp1 transcription factor","2","6","17","0","","V","V","","","V","","V","4"
"SPATA2","spermatogenesis associated 2","0","0","0","0","","V","","","V","","V","V","4"
"SPG20","spastic paraplegia 20 (Troyer syndrome)","0","0","0","0","","V","","V","V","","","V","4"
"SRPX","sushi-repeat containing protein, X-linked","0","0","0","0","","V","V","V","","V","","","4"
"ST8SIA5","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5","2","0","0","0","","V","V","","","V","","V","4"
"STK33","serine/threonine kinase 33","0","0","0","0","","V","V","","V","V","","","4"
"SYT1","synaptotagmin I","0","0","1","11","","V","V","","V","","V","","4"
"TAF4B","TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa","2","0","1","15","","V","V","","","V","","V","4"
"TANC1","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1","0","0","0","0","","V","V","","","V","","V","4"
"TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2","0","0","0","0","","V","V","","","V","","V","4"
"TBC1D12","TBC1 domain family, member 12","0","0","0","0","","V","V","","","V","","V","4"
"TBC1D8","TBC1 domain family, member 8 (with GRAM domain)","0","0","0","0","","V","","","V","V","","V","4"
"TEAD1","TEA domain family member 1 (SV40 transcriptional enhancer factor)","0","0","0","0","","V","V","","V","","V","","4"
"TGFBR1","transforming growth factor, beta receptor 1","10","7","4","2","","V","V","V","","","","V","4"
"TGOLN2","trans-golgi network protein 2","0","0","0","4","","V","V","","","","V","V","4"
"THSD7A","thrombospondin, type I, domain containing 7A","0","0","0","0","","V","V","","","V","","V","4"
"TMEM110","transmembrane protein 110","0","0","0","0","","V","","","V","V","","V","4"
"TMEM159","transmembrane protein 159","0","0","0","0","","V","V","","V","","","V","4"
"TMEM49","","0","0","0","0","","V","V","","","V","V","","4"
"TMEM55A","transmembrane protein 55A","0","0","0","0","","V","V","","","V","","V","4"
"TMEM55B","transmembrane protein 55B","0","0","0","0","","V","V","","","V","","V","4"
"TMEM63B","transmembrane protein 63B","0","0","0","0","","V","V","","","V","","V","4"
"TNF","tumor necrosis factor","29","20","14","6","","V","V","V","","","","V","4"
"TNFRSF1B","tumor necrosis factor receptor superfamily, member 1B","3","8","1","0","","V","V","","","V","","V","4"
"TNRC6B","trinucleotide repeat containing 6B","0","0","0","0","","V","V","","","V","","V","4"
"TRIM37","tripartite motif containing 37","1","0","0","4","","V","V","","","V","","V","4"
"TTYH3","tweety family member 3","0","0","0","0","","V","V","","V","V","","","4"
"TXNDC4","","0","0","0","0","","V","V","","","V","","V","4"
"UHRF2","ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase","0","0","0","0","","V","V","V","","V","","","4"
"UNC13A","unc-13 homolog A (C. elegans)","0","0","0","0","","V","V","","","V","","V","4"
"USP28","ubiquitin specific peptidase 28","0","0","0","0","","V","V","","","V","","V","4"
"VGLL3","vestigial like 3 (Drosophila)","0","0","0","0","","V","V","","","V","","V","4"
"VPS13D","vacuolar protein sorting 13 homolog D (S. cerevisiae)","0","0","0","0","","V","V","","","V","","V","4"
"VPS4B","vacuolar protein sorting 4 homolog B (S. cerevisiae)","1","0","1","2","","V","V","","V","","V","","4"
"WEE1","WEE1 G2 checkpoint kinase","1","2","1","17","","V","V","","V","V","","","4"
"YTHDF2","YTH domain family, member 2","0","0","0","0","","V","V","","V","V","","","4"
"ZCCHC14","zinc finger, CCHC domain containing 14","0","0","0","0","","V","V","","","V","","V","4"
"ZFYVE26","zinc finger, FYVE domain containing 26","0","0","0","0","","V","","","","V","V","V","4"
"ZIC5","Zic family member 5","0","0","0","0","","V","V","","","V","","V","4"
"ZNF282","zinc finger protein 282","0","0","0","2","","V","","V","V","","","V","4"
"ZNF609","zinc finger protein 609","0","0","0","0","","V","V","","","V","","V","4"
"ZPLD1","zona pellucida-like domain containing 1","0","0","0","0","","V","V","","","V","","V","4"
"CPEB2","cytoplasmic polyadenylation element binding protein 2","0","0","0","0","","","V","","V","","V","V","4"
"HEXIM1","hexamethylene bis-acetamide inducible 1","0","0","0","0","","","V","V","V","V","","","4"
"MEMO1","Methylation modifier for class I HLA","0","0","0","0","","","V","","V","V","","V","4"
"MYBL1","v-myb avian myeloblastosis viral oncogene homolog-like 1","0","0","1","0","","","V","V","","V","","V","4"
"NRP2","neuropilin 2","0","0","2","8","","","V","","V","V","V","","4"
"PTEN","phosphatase and tensin homolog","11","6","9","18","","","V","V","","V","","V","4"
"RACGAP1","Rac GTPase activating protein 1","0","0","4","6","","","V","V","","V","","V","4"
"SOCS6","suppressor of cytokine signaling 6","0","0","0","3","","","V","","V","V","","V","4"
"TBL1XR1","transducin (beta)-like 1 X-linked receptor 1","1","0","1","3","","","V","V","","V","","V","4"
"PPARG","peroxisome proliferator-activated receptor gamma","4","1","5","5","","","","V","V","V","","V","4"
"VPS24","","1","0","1","2","","","","V","V","V","","V","4"
"ACCN2","","0","0","0","0","","V","V","","","V","","","3"
"ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif, 18","0","0","0","0","","V","","","V","","","V","3"
"AFF1","AF4/FMR2 family, member 1","0","0","0","0","","V","V","","","V","","","3"
"AMMECR1","Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1","0","0","0","0","","V","V","","","V","","","3"
"AMOTL2","angiomotin like 2","0","0","0","0","","V","V","","","","V","","3"
"AMPD3","adenosine monophosphate deaminase 3","2","0","0","4","","V","","","V","","V","","3"
"ARF4","ADP-ribosylation factor 4","0","0","1","0","","V","V","","","V","","","3"
"ARFGEF1","ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited)","0","1","0","0","","V","","","V","","","V","3"
"ARL8B","ADP-ribosylation factor-like 8B","0","0","0","0","","V","","","V","","V","","3"
"ATG4D","autophagy related 4D, cysteine peptidase","1","0","0","0","","V","V","","","V","","","3"
"ATP1A2","ATPase, Na+/K+ transporting, alpha 2 polypeptide","8","0","0","3","","V","V","","","","V","","3"
"ATP6V0E1","ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1","6","0","0","6","","V","","V","","V","","","3"
"ATXN7L1","ataxin 7-like 1","0","0","0","0","","V","V","","","","","V","3"
"BACE1","beta-site APP-cleaving enzyme 1","1","0","0","0","","V","V","","","V","","","3"
"BAG5","BCL2-associated athanogene 5","0","0","0","0","","V","","","","V","","V","3"
"BNC1","basonuclin 1","0","0","0","0","","V","V","","","","V","","3"
"C15ORF41","chromosome 15 open reading frame 41","0","0","0","0","","V","V","","","","V","","3"
"C18ORF25","chromosome 18 open reading frame 25","0","0","0","0","","V","V","","V","","","","3"
"C1ORF168","chromosome 1 open reading frame 168","0","0","0","0","","V","","","V","","V","","3"
"C5","complement component 5","4","5","0","12","","V","V","V","","","","","3"
"C7","complement component 7","3","4","0","4","","V","V","V","","","","","3"
"C8ORF4","chromosome 8 open reading frame 4","0","0","0","0","","V","V","","","V","","","3"
"CAND1","cullin-associated and neddylation-dissociated 1","0","0","0","0","","V","","","V","","V","","3"
"CCL1","chemokine (C-C motif) ligand 1","2","0","0","0","","V","V","","","","","V","3"
