"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","PID","REACTOME","VALIDATION","DIANA","MIRANDA","MIRBRIDGE","PICTAR","PITA","RNA22","TARGETSCAN","TOTAL_HIT"
"MIA3","melanoma inhibitory activity family, member 3","0","0","0","0","","V","V","V","","","","","3"
"MIB1","mindbomb E3 ubiquitin protein ligase 1","0","0","1","0","","V","V","","","","V","","3"
"MICB","MHC class I polypeptide-related sequence B","1","0","0","3","","V","V","V","","","","","3"
"MMP16","matrix metallopeptidase 16 (membrane-inserted)","0","0","0","0","","V","V","","","","V","","3"
"MS4A2","membrane-spanning 4-domains, subfamily A, member 2","2","0","1","0","","V","V","V","","","","","3"
"N4BP1","NEDD4 binding protein 1","0","0","0","0","","V","V","","","","V","","3"
"NCKIPSD","NCK interacting protein with SH3 domain","0","0","0","0","","V","V","","","","V","","3"
"NELF","","0","0","0","0","","V","","","V","","","V","3"
"NFAT5","nuclear factor of activated T-cells 5, tonicity-responsive","6","0","0","0","","V","","","","","V","V","3"
"NIN","ninein (GSK3B interacting protein)","0","0","0","0","","V","V","","","","V","","3"
"NLGN2","neuroligin 2","1","0","0","0","","V","V","","","","","V","3"
"NMT1","N-myristoyltransferase 1","0","0","0","3","","V","V","","","","","V","3"
"NUDCD3","NudC domain containing 3","0","0","0","0","","V","V","","","V","","","3"
"PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1","0","0","0","0","","V","","","","V","","V","3"
"PCSK2","proprotein convertase subtilisin/kexin type 2","0","0","0","2","","V","","","V","","","V","3"
"PDLIM5","PDZ and LIM domain 5","0","0","0","0","","V","V","","","","","V","3"
"PEX19","peroxisomal biogenesis factor 19","1","0","0","3","","V","V","","V","","","","3"
"PLEKHO2","pleckstrin homology domain containing, family O member 2","1","0","0","0","","V","V","","","","","V","3"
"POU2F2","POU class 2 homeobox 2","0","0","2","0","","V","V","","V","","","","3"
"PPM2C","","0","0","0","5","","V","V","","","","","V","3"
"PREX1","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1","1","0","1","10","","V","V","V","","","","","3"
"PRPF4B","pre-mRNA processing factor 4B","0","0","0","0","","V","V","","","V","","","3"
"PSD2","pleckstrin and Sec7 domain containing 2","1","0","0","0","","V","V","","","","","V","3"
"QKI","QKI, KH domain containing, RNA binding","0","0","0","0","","V","V","","V","","","","3"
"RAB11A","RAB11A, member RAS oncogene family","3","1","4","0","","V","V","","","","","V","3"
"RAP1GAP","RAP1 GTPase activating protein","0","0","0","3","","V","V","","V","","","","3"
"RBM22","RNA binding motif protein 22","1","0","0","0","","V","V","","","V","","","3"
"RBM38","RNA binding motif protein 38","0","0","0","0","","V","V","","","V","","","3"
"RIC8B","RIC8 guanine nucleotide exchange factor B","0","0","0","0","","V","V","","V","","","","3"
"RIMS2","regulating synaptic membrane exocytosis 2","0","0","0","0","","V","","","V","","","V","3"
"RIMS4","regulating synaptic membrane exocytosis 4","0","0","0","0","","V","V","","","","","V","3"
"RNF24","ring finger protein 24","0","0","0","0","","V","V","","","","","V","3"
"RXRA","retinoid X receptor, alpha","7","5","4","8","","V","V","","V","","","","3"
"SEL1L","sel-1 suppressor of lin-12-like (C. elegans)","1","0","0","0","","V","V","V","","","","","3"
"SEPT4","septin 4","0","0","0","0","","V","V","","V","","","","3"
"SEPT8","septin 8","0","0","0","0","","V","V","","","V","","","3"
"SH2D1B","SH2 domain containing 1B","1","0","0","0","","V","V","","","","","V","3"
"SH3KBP1","SH3-domain kinase binding protein 1","1","1","2","3","","V","V","","V","","","","3"
"SH3TC2","SH3 domain and tetratricopeptide repeats 2","0","0","0","0","","V","V","","","","","V","3"
"SHANK2","SH3 and multiple ankyrin repeat domains 2","0","0","0","0","","V","V","","","","","V","3"
"SHROOM4","shroom family member 4","0","0","0","0","","V","V","","","","V","","3"
"SLC38A1","solute carrier family 38, member 1","0","0","0","8","","V","V","","","","","V","3"
"SLC39A14","solute carrier family 39 (zinc transporter), member 14","0","0","0","6","","V","V","","","","V","","3"
"SLC6A17","solute carrier family 6 (neutral amino acid transporter), member 17","0","0","0","0","","V","","","","V","","V","3"
"SMCR7","","0","0","0","0","","V","","","V","","","V","3"
"SMG1","SMG1 phosphatidylinositol 3-kinase-related kinase","0","0","0","5","","V","V","","","V","","","3"
"SMG7","SMG7 nonsense mediated mRNA decay factor","0","0","0","5","","V","V","","","V","","","3"
"SMURF1","SMAD specific E3 ubiquitin protein ligase 1","3","0","3","7","","V","","V","","V","","","3"
"SOBP","sine oculis binding protein homolog (Drosophila)","0","0","0","0","","V","","","","V","","V","3"
"SOCS6","suppressor of cytokine signaling 6","0","0","0","3","","V","V","","","","","V","3"
"SPEG","SPEG complex locus","0","0","0","0","","V","V","","","","","V","3"
"ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3","3","0","0","0","","V","V","","V","","","","3"
"STAM","signal transducing adaptor molecule (SH3 domain and ITAM motif) 1","2","0","1","5","","V","V","","","V","","","3"
"STXBP6","syntaxin binding protein 6 (amisyn)","0","0","0","0","","V","V","","","V","","","3"
"SULF2","sulfatase 2","0","0","0","0","","V","","","","V","V","","3"
"SYN1","synapsin I","0","0","0","5","","V","V","V","","","","","3"
"TBC1D2B","TBC1 domain family, member 2B","0","0","0","0","","V","V","","","V","","","3"
"TBL1X","transducin (beta)-like 1X-linked","1","0","1","3","","V","","","","V","","V","3"
"TCAG7.1177","","0","0","0","0","","V","","","","V","","V","3"
"TEAD1","TEA domain family member 1 (SV40 transcriptional enhancer factor)","0","0","0","0","","V","V","","","","","V","3"
"THAP1","THAP domain containing, apoptosis associated protein 1","0","0","0","0","","V","V","","","V","","","3"
"TMEM198","transmembrane protein 198","0","0","0","0","","V","V","","","","","V","3"
"TMEM74","transmembrane protein 74","0","0","0","0","","V","V","","","","V","","3"
"TNFSF4","tumor necrosis factor (ligand) superfamily, member 4","1","0","0","0","","V","V","","","","","V","3"
"TNKS","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase","0","1","1","0","","V","V","","","","V","","3"
"TRAM1","translocation associated membrane protein 1","1","0","0","2","","V","V","","V","","","","3"
"TSGA14","","0","0","0","7","","V","V","","V","","","","3"
"TSPAN3","tetraspanin 3","0","0","0","0","","V","V","","V","","","","3"
"TTC7B","tetratricopeptide repeat domain 7B","0","0","0","0","","V","V","","","V","","","3"
"UBE2C","ubiquitin-conjugating enzyme E2C","1","0","0","20","","V","V","","","V","","","3"
"UHRF1BP1","UHRF1 binding protein 1","0","0","0","0","","V","","","","V","","V","3"
"UIMC1","ubiquitin interaction motif containing 1","0","0","1","0","","V","V","V","","","","","3"
"USP33","ubiquitin specific peptidase 33","0","0","0","0","","V","V","","","V","","","3"
"USP6","ubiquitin specific peptidase 6 (Tre-2 oncogene)","0","0","1","0","","V","V","","","V","","","3"
"VNN3","vanin 3","0","0","0","0","","V","V","","","V","","","3"
"VPS26A","vacuolar protein sorting 26 homolog A (S. pombe)","0","0","0","0","","V","V","","","V","","","3"
"WEE1","WEE1 G2 checkpoint kinase","1","2","1","17","","V","V","","","V","","","3"
"YBX2","Y box binding protein 2","0","0","0","0","","V","V","","","V","","","3"
"ZAK","sterile alpha motif and leucine zipper containing kinase AZK","2","0","1","0","","V","","V","","","V","","3"
"ZCCHC14","zinc finger, CCHC domain containing 14","0","0","0","0","","V","","","","V","","V","3"
"ZCCHC2","zinc finger, CCHC domain containing 2","0","0","0","0","","V","V","","","","V","","3"
"ZER1","zyg-11 related, cell cycle regulator","0","0","0","0","","V","","","V","","","V","3"
"ZIC1","Zic family member 1","0","0","0","0","","V","V","","","V","","","3"
"ZMIZ1","zinc finger, MIZ-type containing 1","0","0","1","0","","V","","","V","","","V","3"
"ZNF444","zinc finger protein 444","0","0","0","0","","V","","","V","","","V","3"
"ZNF518A","zinc finger protein 518A","0","0","0","0","","V","V","","","V","","","3"
"ZNF607","zinc finger protein 607","0","0","0","0","","V","V","","","V","","","3"
"ZNF609","zinc finger protein 609","0","0","0","0","","V","V","","","","","V","3"
"ARL5B","ADP-ribosylation factor-like 5B","0","0","0","0","","","V","","V","","","V","3"
"CCNL2","cyclin L2","0","0","0","0","","","V","","","V","","V","3"
"CDC2L6","","0","0","0","0","","","V","","","V","","V","3"
"CELSR3","cadherin, EGF LAG seven-pass G-type receptor 3","0","0","0","0","","","V","","","V","","V","3"
"DNAJB6","DnaJ (Hsp40) homolog, subfamily B, member 6","0","0","0","0","","","V","","V","V","","","3"
"FBXO46","F-box protein 46","0","0","0","0","","","V","","","V","","V","3"
"HMG2L1","","0","0","0","0","","","V","","","V","","V","3"
"IGF2BP2","insulin-like growth factor 2 mRNA binding protein 2","0","0","0","2","","","V","","V","","","V","3"
"KCNMA1","potassium large conductance calcium-activated channel, subfamily M, alpha member 1","3","0","0","7","","","V","","","V","","V","3"
"LOC402117","","0","0","0","0","","","V","","","V","","V","3"
"NHLH2","nescient helix loop helix 2","0","0","0","0","","","V","","V","","V","","3"
"OAS3","2'-5'-oligoadenylate synthetase 3, 100kDa","1","0","0","5","","","V","","V","","","V","3"
"PLAGL2","pleiomorphic adenoma gene-like 2","0","0","0","0","","","V","","","V","","V","3"
"PRPF40A","PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)","1","0","0","0","","","V","","","V","","V","3"
"PTPN2","protein tyrosine phosphatase, non-receptor type 2","0","0","0","5","","","V","","V","V","","","3"
"RLBP1L1","","0","0","0","0","","","V","","","V","","V","3"
"SEH1L","SEH1-like (S. cerevisiae)","1","0","0","39","","","V","","V","V","","","3"
"SGCD","sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)","4","0","0","0","","","V","","V","","V","","3"
"SIM1","single-minded family bHLH transcription factor 1","0","0","0","0","","","V","V","","","","V","3"
"SNAP25","synaptosomal-associated protein, 25kDa","1","0","1","17","","","V","V","","","","V","3"
"UBE2V1","ubiquitin-conjugating enzyme E2 variant 1","1","0","1","29","","","V","V","","V","","","3"
"HIF1A","hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)","3","4","5","0","","","","V","V","","","V","3"
"ZNF148","zinc finger protein 148","0","0","0","0","","","","V","","V","","V","3"
"PHF21A","PHD finger protein 21A","0","0","0","2","","","","","V","V","","V","3"
"TERT","telomerase reverse transcriptase","0","2","5","4","V","V","","","","","","","2"
"KRT126P","keratin 126 pseudogene","0","0","0","0","V","","","","","","","","1"
