"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","PID","REACTOME","VALIDATION","DIANA","MIRANDA","MIRBRIDGE","PICTAR","PITA","RNA22","TARGETSCAN","TOTAL_HIT"
"MPZ","myelin protein zero","1","0","0","0","","V","V","","","V","","","3"
"MSN","moesin","2","0","2","4","","V","V","","","","","V","3"
"NCOA6","nuclear receptor coactivator 6","0","0","1","3","","V","V","","","","V","","3"
"NDRG1","N-myc downstream regulated 1","0","0","3","0","","V","","","V","","","V","3"
"NIPA2","non imprinted in Prader-Willi/Angelman syndrome 2","0","0","0","0","","V","","","","V","","V","3"
"NKX2-2","NK2 homeobox 2","1","0","0","6","","V","","","","V","","V","3"
"NR5A2","nuclear receptor subfamily 5, group A, member 2","1","0","0","6","","V","V","","","","V","","3"
"NTRK3","neurotrophic tyrosine kinase, receptor, type 3","1","0","1","0","","V","V","","","V","","","3"
"OCRL","oculocerebrorenal syndrome of Lowe","3","0","0","7","","V","V","","V","","","","3"
"PCDHGA2","protocadherin gamma subfamily A, 2","0","0","0","0","","V","","","V","","V","","3"
"PFAS","phosphoribosylformylglycinamidine synthase","2","0","0","4","","V","V","","","","","V","3"
"PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase, type II, beta","3","0","0","0","","V","","","","V","","V","3"
"PIP5K3","","4","0","0","0","","V","V","","","","","V","3"
"PLEKHA3","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3","0","0","0","0","","V","V","","","V","","","3"
"PPP1R12C","protein phosphatase 1, regulatory subunit 12C","0","0","0","0","","V","V","","V","","","","3"
"PPP2R2D","protein phosphatase 2, regulatory subunit B, delta","3","1","0","0","","V","V","","","","","V","3"
"PRRX1","paired related homeobox 1","0","0","0","0","","V","","","V","","","V","3"
"PTH1R","parathyroid hormone 1 receptor","1","0","0","6","","V","","","V","","","V","3"
"RAG1","recombination activating gene 1","1","0","0","0","","V","","","V","","V","","3"
"RANBP10","RAN binding protein 10","0","0","1","0","","V","V","","","","V","","3"
"RBM15B","RNA binding motif protein 15B","0","0","0","0","","V","V","","","","V","","3"
"RBM23","RNA binding motif protein 23","0","0","0","0","","V","V","","","","","V","3"
"RIMS4","regulating synaptic membrane exocytosis 4","0","0","0","0","","V","V","","","V","","","3"
"RSPO1","R-spondin 1","0","0","1","0","","V","V","","","","V","","3"
"SAPS3","","0","0","0","0","","V","V","","","","","V","3"
"SCG2","secretogranin II","0","0","0","0","","V","V","","","V","","","3"
"SCN1A","sodium channel, voltage-gated, type I, alpha subunit","0","0","0","4","","V","","V","","","V","","3"
"SENP1","SUMO1/sentrin specific peptidase 1","0","0","1","0","","V","V","","V","","","","3"
"SFRS1","","1","0","0","0","","V","V","","","","V","","3"
"SIGLEC11","sialic acid binding Ig-like lectin 11","0","0","0","0","","V","V","","","","V","","3"
"SLC35F2","solute carrier family 35, member F2","0","0","0","0","","V","V","","","","V","","3"
"SLC4A1","solute carrier family 4 (anion exchanger), member 1","1","0","0","4","","V","","","V","","V","","3"
"SLMO2","slowmo homolog 2 (Drosophila)","0","0","0","0","","V","","","","V","","V","3"
"SNX30","sorting nexin family member 30","0","0","0","0","","V","","","","V","","V","3"
"SOBP","sine oculis binding protein homolog (Drosophila)","0","0","0","0","","V","","","","V","","V","3"
"SP1","Sp1 transcription factor","2","6","17","0","","V","","","V","","","V","3"
"ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3","3","0","0","0","","V","V","","","V","","","3"
"STOM","stomatin","0","0","0","0","","V","","","","","V","V","3"
"SVOP","SV2 related protein homolog (rat)","0","0","0","0","","V","V","","","","","V","3"
"SYNPO","synaptopodin","0","0","0","0","","V","V","","","","V","","3"
"TBL1X","transducin (beta)-like 1X-linked","1","0","1","3","","V","","V","","","","V","3"
"TCF7","transcription factor 7 (T-cell specific, HMG-box)","11","0","1","0","","V","","","V","V","","","3"
"TFAP2B","transcription factor AP-2 beta (activating enhancer binding protein 2 beta)","0","0","0","0","","V","V","","","V","","","3"
"TMEM128","transmembrane protein 128","0","0","0","0","","V","","","V","","","V","3"
"TMEM200B","transmembrane protein 200B","0","0","0","0","","V","V","","","","","V","3"
"TMOD3","tropomodulin 3 (ubiquitous)","0","0","0","0","","V","","","V","V","","","3"
"TUBB1","tubulin, beta 1 class VI","3","0","0","7","","V","V","","","","","V","3"
"TXLNA","taxilin alpha","0","0","0","0","","V","","","","V","","V","3"
"UBE2K","ubiquitin-conjugating enzyme E2K","1","0","0","7","","V","V","","","V","","","3"
"UNC13A","unc-13 homolog A (C. elegans)","0","0","0","0","","V","","","","V","","V","3"
"UNK","unkempt family zinc finger","0","0","0","0","","V","","","","V","","V","3"
"VKORC1","vitamin K epoxide reductase complex, subunit 1","0","0","0","4","","V","V","","","","","V","3"
"VPS11","vacuolar protein sorting 11 homolog (S. cerevisiae)","0","0","0","0","","V","V","","","","V","","3"
"XYLB","xylulokinase homolog (H. influenzae)","2","0","0","0","","V","V","","","","V","","3"
"YBX2","Y box binding protein 2","0","0","0","0","","V","V","","","V","","","3"
"YTHDF3","YTH domain family, member 3","0","0","0","0","","V","V","","V","","","","3"
"ZBTB4","zinc finger and BTB domain containing 4","0","0","0","0","","V","","","","","V","V","3"
"ZHX3","zinc fingers and homeoboxes 3","0","0","0","0","","V","","","","","V","V","3"
"ZNF236","zinc finger protein 236","0","0","0","0","","V","V","","","V","","","3"
"ZNF280C","zinc finger protein 280C","0","0","0","0","","V","V","","","","","V","3"
"ZNF662","zinc finger protein 662","0","0","0","0","","V","V","","","","V","","3"
"ZNF720","zinc finger protein 720","0","0","0","0","","V","V","","","","V","","3"
"ARPP-21","","0","0","0","0","","","V","","","V","","V","3"
"BICD2","bicaudal D homolog 2 (Drosophila)","0","0","0","0","","","V","","V","V","","","3"
"C11ORF58","chromosome 11 open reading frame 58","0","0","0","0","","","V","","","V","","V","3"
"CALM1","calmodulin 1 (phosphorylase kinase, delta)","15","20","17","49","","","V","","","V","","V","3"
"CBL","Cbl proto-oncogene, E3 ubiquitin protein ligase","9","3","22","14","","","V","V","","","V","","3"
"CNTNAP1","contactin associated protein 1","1","0","0","4","","","V","","V","","V","","3"
"EBF2","early B-cell factor 2","0","0","0","0","","","V","","V","V","","","3"
"GLT8D3","","0","0","0","0","","","V","","","V","","V","3"
"KIAA0831","","0","0","0","0","","","V","","V","","","V","3"
"KIAA1219","","0","0","0","0","","","V","","","V","","V","3"
"MAML3","mastermind-like 3 (Drosophila)","1","0","0","6","","","V","","","V","","V","3"
"NNAT","neuronatin","0","0","0","0","","","V","","V","","V","","3"
"RBMXL2","RNA binding motif protein, X-linked-like 2","0","0","0","0","","","V","","","","V","V","3"
"RIMS1","regulating synaptic membrane exocytosis 1","0","0","1","9","","","V","","","V","","V","3"
"RTN4RL1","reticulon 4 receptor-like 1","0","0","0","0","","","V","","","V","","V","3"
"SEPT4","septin 4","0","0","0","0","","","V","","V","V","","","3"
"SNX1","sorting nexin 1","0","0","2","0","","","V","","V","","","V","3"
"STX1A","syntaxin 1A (brain)","1","0","1","16","","","V","V","V","","","","3"
"SUMO1","small ubiquitin-like modifier 1","1","2","3","5","","","V","","V","V","","","3"
"TBL1XR1","transducin (beta)-like 1 X-linked receptor 1","1","0","1","3","","","V","V","","V","","","3"
"FTL","ferritin, light polypeptide","1","0","0","4","","","","V","","V","","V","3"
"PCDHGC3","protocadherin gamma subfamily C, 3","0","0","0","0","","","","V","V","","V","","3"
"PCDHGC4","protocadherin gamma subfamily C, 4","0","0","0","0","","","","V","V","","V","","3"
"PCDHGC5","protocadherin gamma subfamily C, 5","0","0","0","0","","","","V","V","","V","","3"
"SYNPO2L","synaptopodin 2-like","0","0","0","0","","","","","V","V","","V","3"
"HCN2","hyperpolarization activated cyclic nucleotide-gated potassium channel 2","0","0","0","3","V","V","","","","","","","2"
"KCNH2","potassium voltage-gated channel, subfamily H (eag-related), member 2","0","0","0","3","V","","","","V","","","","2"
"KCNQ1","potassium voltage-gated channel, KQT-like subfamily, member 1","4","0","0","3","V","","","","","","V","","2"
"SRF","serum response factor (c-fos serum response element-binding transcription factor)","1","7","8","0","V","V","","","","","","","2"
"CASP9","caspase 9, apoptosis-related cysteine peptidase","16","10","4","29","V","","","","","","","","1"
"ERG","v-ets avian erythroblastosis virus E26 oncogene homolog","0","0","0","0","V","","","","","","","","1"
"KCNE1","potassium voltage-gated channel, Isk-related family, member 1","0","0","0","0","V","","","","","","","","1"
"KLF15","Kruppel-like factor 15","0","0","0","0","V","","","","","","","","1"
"KRT7","keratin 7","0","0","0","0","V","","","","","","","","1"
"PKM2","","5","0","1","3","V","","","","","","","","1"
"RHOA","ras homolog family member A","18","15","47","24","V","","","","","","","","1"
