ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-132-3p,MIMAT0000426,FUT1,2523,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GATA3,2625,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GCNT1,2650,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GK,2710,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GNB1,2782,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,GTF2H1,2965,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,HSPA1B,3304,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,IMPA1,3612,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KCNJ9,3765,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KIR3DL1,3811,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KIR3DL2,3812,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KPNA1,3836,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,STMN1,3925,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,LDLR,3949,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,LFNG,3955,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,LIFR,3977,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,LIG4,3981,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,LOXL1,4016,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SMAD2,4087,GFP reporter assay//qRT-PCR//Western blot,25988335,Unspecified
hsa-mir-132-3p,MIMAT0000426,MAP1B,4131,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MEF2A,4205,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MAP3K3,4215,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MMP13,4322,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,NAP1L1,4673,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,NBN,4683,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,NDUFB10,4716,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,OAS2,4939,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PLAGL2,5326,PAR-CLIP,23592263|26701625,Unspecified
hsa-mir-132-3p,MIMAT0000426,PLSCR1,5359,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MAPK1,5594,Luciferase reporter assay//Microarray//QRTPCR//Western blot,25538559,Unspecified
hsa-mir-132-3p,MIMAT0000426,PSMA2,5683,Microarray//PAR-CLIP,17612493|23446348|20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,PSMD12,5718,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PTGS2,5743,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,RASA1,5921,Immunoblot//Western blot,21868695,Unspecified
hsa-mir-132-3p,MIMAT0000426,RB1,5925,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,21329664,Unspecified
hsa-mir-132-3p,MIMAT0000426,S100A1,6271,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SDF2,6388,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SH3BGRL,6451,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SMN1,6606,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SOX4,6659,Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot,26377202,Unspecified
hsa-mir-132-3p,MIMAT0000426,SOX5,6660,Luciferase reporter assay//Western blot,25305446,Unspecified
hsa-mir-132-3p,MIMAT0000426,SPAST,6683,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SSR3,6747,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,STAU1,6780,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TFPI,7035,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,THBS1,7057,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TSPAN6,7105,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,VDAC2,7417,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF711,7552,PAR-CLIP,20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF148,7707,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF236,7776,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MLLT10,8028,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FXR1,8087,PAR-CLIP,23446348|20371350|26701625,Unspecified
hsa-mir-132-3p,MIMAT0000426,TAF15,8148,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FZD6,8323,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,PIP5K1A,8394,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PIK3R3,8503,Luciferase reporter assay//qRT-PCR//Western blot,26252738,Unspecified
hsa-mir-132-3p,MIMAT0000426,CNTNAP1,8506,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PLA2G4C,8605,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CD164,8763,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ATP6V0E1,8992,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARHGAP32,9743,Luciferase reporter assay//qRT-PCR//Western blot,18082412|18577589|19850129,Unspecified
hsa-mir-132-3p,MIMAT0000426,DAZAP2,9802,PAR-CLIP,26701625|27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,NR1D2,9975,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ACTR2,10097,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FRY,10129,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EXOC5,10640,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,YKT6,10652,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CHL1,10752,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,NCKAP1,10787,CLASH,23622248,Unspecified
hsa-mir-132-3p,MIMAT0000426,TUSC2,11334,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF652,22834,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,RAB18,22931,PAR-CLIP,22012620,Unspecified
hsa-mir-132-3p,MIMAT0000426,TBC1D9,23158,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,RRS1,23212,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,FBXO28,23219,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ANKRD28,23243,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CAMSAP2,23271,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CSTF2T,23283,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SMCHD1,23347,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SIRT1,23411,ChIP-seq//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,19819989|28383763,Unspecified
hsa-mir-132-3p,MIMAT0000426,NCS1,23413,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ASF1A,25842,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,FGF22,27006,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,B3GAT1,27087,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,AGO2,27161,Immunoblot//Luciferase reporter assay//qRT-PCR,26475020,Unspecified
hsa-mir-132-3p,MIMAT0000426,EML4,27436,PAR-CLIP,23592263|21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,SEC61A1,29927,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,DMGDH,29958,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MDFIC,29969,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GMNN,51053,PAR-CLIP,27292025,Unspecified
hsa-mir-132-3p,MIMAT0000426,IER3IP1,51124,HITS-CLIP,23313552,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZDHHC2,51201,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SNX7,51375,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,POLK,51426,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CTDSPL2,51496,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,BRWD1,54014,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,CCSER2,54462,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GNL3L,54552,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MTMR10,54893,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KLHL11,55175,Luciferase reporter assay//Microarray//QRTPCR//Western blot,25538559,Unspecified
hsa-mir-132-3p,MIMAT0000426,VPS13D,55187,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SETD5,55209,PAR-CLIP,26701625,Unspecified
hsa-mir-132-3p,MIMAT0000426,ETNK2,55224,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,UBE2W,55284,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,LGR4,55366,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TRIM36,55521,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,DOCK10,55619,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,INTS8,55656,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MUC13,56667,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,17612493|28339011,Unspecified
hsa-mir-132-3p,MIMAT0000426,RTN4,57142,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TNRC6C,57690,HITS-CLIP,19536157,Unspecified
hsa-mir-132-3p,MIMAT0000426,PRX,57716,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,AASDHPPT,60496,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FKBP10,60681,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,PRSS22,64063,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SAMSN1,64092,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,C8orf33,65265,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,RNF128,79589,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAT4,79633,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GSTCD,79807,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TMEM47,83604,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,HOOK3,84376,PAR-CLIP,22100165,Unspecified
hsa-mir-132-3p,MIMAT0000426,FBN3,84467,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EBPL,84650,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,WNT3A,89780,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EMILIN3,90187,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,DEPDC7,91614,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ADAMTSL1,92949,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TJAP1,93643,Luciferase reporter assay//PAR-CLIP,23184980|21572407|26701625,Unspecified
hsa-mir-132-3p,MIMAT0000426,OSBPL8,114882,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SFXN2,118980,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAT3,120114,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARL14EP,120534,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CMTM3,123920,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,CST9L,128821,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAM199X,139231,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,MUC17,140453,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF280B,140883,PAR-CLIP,21572407,Unspecified
hsa-mir-132-3p,MIMAT0000426,KBTBD3,143879,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAM81A,145773,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ANKRD29,147463,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARL6IP6,151188,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SYNE3,161176,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SPRED1,161742,Luciferase reporter assay//Microarray//Western blot,17612493|25945589,Unspecified
hsa-mir-132-3p,MIMAT0000426,LCA5,167691,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARID2,196528,PAR-CLIP,23592263,Unspecified
hsa-mir-132-3p,MIMAT0000426,CC2D1B,200014,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARL13B,200894,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,TWISTNB,221830,PAR-CLIP,22012620|20371350,Unspecified
hsa-mir-132-3p,MIMAT0000426,SYT14,255928,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,EOGT,285203,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KRT6C,286887,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,COX8C,341947,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KCTD4,386618,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAM221B,392307,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,SYNDIG1L,646658,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,KRTAP4-11,653240,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,GJE1,100126572,Microarray,17612493,Unspecified
hsa-mir-132-3p,MIMAT0000426,ENPP4,22875,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CFLAR,8837,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,MTMR7,9108,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,AK2,204,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PDK4,5166,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PRKAR2B,5577,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PRKAR2B,5577,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,KMT2E,55904,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,MYCBP2,23077,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,FBXL3,26224,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PHTF2,57157,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CELSR3,1951,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,AASS,10157,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SEC62,7095,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RPS20,6224,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CSDE1,7812,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RANBP9,10048,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF207,7756,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,IDS,3423,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,BTBD7,55727,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,BTBD7,55727,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZMYND11,10771,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,MNAT1,4331,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,NDUFS1,4719,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,NDUFS1,4719,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RB1CC1,9821,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,AKAP11,11215,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,DERA,51071,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,GCLM,2730,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,DEPDC1,55635,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,VIM,7431,Western Blot,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,TBPL1,9519,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CENPQ,55166,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARID4A,5926,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,UBA6,55236,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RNF19A,25897,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CDH1,999,Western Blot,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,STAU2,27067,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZIC2,7546,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CTNNA1,1495,Western Blot,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PREX2,80243,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ATP6V1H,51606,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,POLR2B,5431,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,TPR,7175,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RRM2B,50484,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,DKK3,27122,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,FNIP2,57600,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ARID4B,51742,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,OPN3,23596,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ATP9A,10079,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,FAM114A2,10827,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PUM2,23369,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF280C,55609,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,DCBLD2,131566,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PITHD1,57095,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,MXD1,4084,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SLC2A3,6515,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,WNK1,65125,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,BCAT1,586,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,MRPS35,60488,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RPL18,6141,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,MTMR1,8776,"PAR-CLIP, HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RNF4,6047,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,LIMCH1,22998,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,NGFR,4804,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,HIPK2,28996,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,TRAM2,9697,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ASB1,51665,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ME1,4199,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ELOVL1,64834,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZBTB11,27107,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,LRRC40,55631,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,TRAM1,23471,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,METTL22,79091,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZFY,7544,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,NUCKS1,64710,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,DNAJA2,10294,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RAB27A,5873,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SMG6,23293,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PABPC1,26986,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CSNK2A2,1459,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ATP2B1,490,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RPL31,6160,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RPS6KA2,6196,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SMC1A,8243,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,FBXW11,23291,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,FERMT2,10979,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SLC25A3,5250,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,FNDC3B,64778,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RAB7A,7879,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RBM7,10179,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,BAZ2A,11176,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,UNG,7374,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,TPD52,7163,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PAG1,55824,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,TM9SF3,56889,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,AMPH,273,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PPP2R5C,5527,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,HOXA9,3205,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PCM1,5108,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,UBE2D4,51619,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CRYBG3,131544,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RFX3,5991,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RBL1,5933,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,COL4A4,1286,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,CCNT2,905,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SERTAD4,56256,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SERTAD4,56256,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,GEMIN5,25929,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,GSK3B,2932,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF264,9422,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,TXLNA,200081,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,EFR3B,22979,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SLC25A24,29957,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SLC25A24,29957,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RRN3,54700,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,RRN3,54700,Microarrays,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,DIMT1,27292,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZFAND6,54469,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,HUWE1,10075,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,NLK,51701,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,PTPN4,5775,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,LZTS3,9762,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,SLC23A2,9962,PAR-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,ZNF268,10795,HITS-CLIP,tarbase,Unspecified
hsa-mir-132-3p,MIMAT0000426,TNRC6A,27327,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
